,x,y
0,0.0,1.2389294549881555
1,0.1251564455569462,1.240436615635501
2,0.2503128911138924,3.0107976772109866
3,0.3754693366708386,1.4482299836826988
4,0.5006257822277848,0.06459565152232805
5,0.6257822277847309,1.390753013452541
6,0.7509386733416772,0.7438480573276399
7,0.8760951188986233,6.085779797061592
8,1.0012515644555695,2.505629790248026
9,1.1264080100125158,5.527703303118947
10,1.2515644555694618,0.6189463352159271
11,1.3767209011264079,6.404093780812469
12,1.5018773466833544,1.4695883097154905
13,1.6270337922403004,1.1504216719903675
14,1.7521902377972467,0.42264431130784
15,1.8773466833541927,3.168134091448479
16,2.002503128911139,1.0375785251023226
17,2.127659574468085,1.2224436565257142
18,2.252816020025032,2.6119969068538267
19,2.3779724655819776,1.5470656844063655
20,2.503128911138924,0.3779059153123832
21,2.62828535669587,5.880385757157235
22,2.7534418022528158,1.80753611547242
23,2.8785982478097623,1.2406970639254928
24,3.0037546933667088,1.3196854670755234
25,3.1289111389236544,4.764801533593129
26,3.254067584480601,1.1802501000228889
27,3.379224030037547,1.4466349879802702
28,3.5043804755944934,0.9822922124972328
29,3.62953692115144,3.294862267712698
30,3.7546933667083855,2.403497079407
31,3.8798498122653315,1.2716193030490428
32,4.005006257822278,1.3671449984191526
33,4.1301627033792245,4.545450037887429
34,4.25531914893617,1.0231565708661847
35,4.380475594493117,0.5697575346214259
36,4.505632040050064,0.7193995823463425
37,4.630788485607009,1.1673925748825569
38,4.755944931163955,0.4810145706717314
39,4.881101376720903,1.0291376417634477
40,5.006257822277847,1.043620122248384
41,5.131414267834794,1.3570790893135736
42,5.25657071339174,0.9022465512126518
43,5.381727158948686,1.8607947296889809
44,5.5068836045056315,0.5001593831695381
45,5.632040050062579,0.4196882273796568
46,5.7571964956195245,0.4596955889462495
47,5.882352941176472,-0.2161248708636686
48,6.0075093867334175,5.031021636363615
49,6.132665832290362,0.436256133352992
50,6.257822277847309,0.5702571186165489
51,6.382978723404255,0.6612239544418848
52,6.508135168961202,0.6693245560742429
53,6.633291614518147,0.14804415499678325
54,6.758448060075094,0.017877114320315246
